amt,city_pop,dob,is_fraud,amt_z,cat_amt_z,hour_perc,distance,dist_z,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel,gender_M
20.96,391389,1994,1,-0.5113324741349774,-0.8091811150376844,0.2044894607172187,59.448414668109464,-0.6056091457716815,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9.21,136,2000,1,-0.7926946387514805,-3.410581182820103,0.16727605118829983,97.57941738413905,0.907610368939228,0,1,0,0,0,0,0,0,0,0,0,0,0,0
788.28,136,2000,1,9.088718877505467,9.06012081256359,0.39716636197440586,41.118811290546965,-1.081849007156408,0,0,0,0,0,0,0,1,0,0,0,0,0,0
302.28,136,2000,1,2.924488488835801,9.01482364110219,0.16727605118829983,27.120475118075486,-1.5750977176271723,0,0,0,1,0,0,0,0,0,0,0,0,0,0
945.66,136,2000,1,11.084864100898125,6.06184623829854,0.33318098720292505,96.69185261318167,0.8763359250810395,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1204.67,136,2000,1,14.37004375721362,7.917316985281844,0.33318098720292505,89.64410970012327,0.6279999756678624,0,0,0,0,0,0,0,0,0,0,1,0,0,0
495.05,136,2000,1,5.369506373658542,11.539396163971828,0.16727605118829983,107.66466610176958,1.2629765970007385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.7,34882,1971,1,0.01608151997809363,0.9466298038144559,0.19524462734339276,66.08665162375202,-0.39298957141950935,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128.49,34882,1971,1,0.12062474238603597,1.6584320668944839,0.19524462734339276,91.35098988733453,0.46802435179527707,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1038.29,34882,1971,1,3.3134217798733108,4.369700392765061,0.19524462734339276,124.89160406363287,1.611095486201195,0,0,0,0,0,0,0,0,0,0,1,0,0,0
316.5,158701,1978,1,1.6226166994500264,9.412772020226717,0.2089266155531216,6.728921512511508,-2.3923740333372843,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8.71,158701,1978,1,-0.31651552890635193,-3.6827590106511727,0.2089266155531216,53.65391291573886,-0.7893202623732907,0,1,0,0,0,0,0,0,0,0,0,0,0,1
285.75,158701,1978,1,1.428886181818009,8.28114411473274,0.2089266155531216,61.8643573256568,-0.5088346729459057,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.36,158701,1978,1,-0.31242041227348005,-3.643059358379439,0.2089266155531216,42.10559852904542,-1.1838343234796165,0,1,0,0,0,0,0,0,0,0,0,0,0,1
900.17,158701,1978,1,5.299842430385947,2.2259889015172867,0.2089266155531216,93.03137712071073,0.5558945282348192,0,0,0,0,0,0,0,0,0,0,1,0,0,1
744.64,158701,1978,1,4.319975522831227,1.8846077130455021,0.2089266155531216,49.00971229723794,-0.9479756630877417,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1173.54,158701,1978,1,7.022122482583171,2.972161648149324,0.2089266155531216,77.59497079555224,0.028555286826330763,0,0,0,0,0,0,0,0,0,0,1,0,0,1
287.26,5196,1978,1,1.7711681679857907,8.274068010794858,0.14908194025760482,62.62675931264703,-0.39531797100507976,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1000.47,5196,1978,1,7.281376156218238,3.0677048709870105,0.29405316525075365,77.8570919180955,0.134935453942027,0,0,0,0,0,0,0,0,0,0,1,0,0,1
974.78,5196,1978,1,7.082897106264239,2.982629534522612,0.19621814195670045,86.07414733165406,0.42101730710266505,0,0,0,0,0,0,0,0,0,0,1,0,0,1
316.73,5196,1978,1,1.9988512198403785,9.357360044990456,0.14908194025760482,115.48916898185372,1.4451194313945452,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8.4,5196,1978,1,-0.38328367592904516,-0.34382750093907355,0.3606467525349411,26.180843287851776,-1.6642050201670153,0,0,0,0,0,0,0,0,1,0,0,0,0,1
879.31,5196,1978,1,6.345302910113664,3.4554520938519135,0.29405316525075365,103.18260591294842,1.0166588464773019,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1069.44,5196,1978,1,7.814233302007546,3.296106815554917,0.19621814195670045,63.51009344942714,-0.3645641481218693,0,0,0,0,0,0,0,0,0,0,1,0,0,1
929.5,28739,1999,1,5.221203697606174,5.200223910121667,0.16033870527178368,92.48797450048133,0.44308592808152913,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11.61,28739,1999,1,-0.2307081861078883,-3.171337133498305,0.16033870527178368,83.98538594541394,0.16015155775599557,0,1,0,0,0,0,0,0,0,0,0,0,0,1
723.19,28739,1999,1,3.9958020255876883,3.9491878835675402,0.16033870527178368,117.97896400668483,1.2913307911843173,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20.51,28739,1999,1,-0.1778456254905429,-0.25523239009992343,0.16033870527178368,99.48953475491578,0.6760716863661711,0,0,0,0,0,0,0,0,0,1,0,0,0,1
999.18,28739,1999,1,5.63507596994512,4.7254678624086095,0.16033870527178368,76.61072839123591,-0.0852494842848141,0,0,0,0,0,0,0,0,0,0,1,0,0,1
736.18,28739,1999,1,4.072957605634802,3.048833379720914,0.16033870527178368,14.600711449824722,-2.1487110975999117,0,0,0,0,0,0,0,0,0,0,0,1,0,1
756.01,28739,1999,1,4.19074014238109,3.135434294989602,0.16033870527178368,58.444679650278204,-0.6897476942755341,0,0,0,0,0,0,0,0,0,0,0,1,0,1
289.82,28739,1999,1,1.4217517003361184,4.736020966521642,0.16033870527178368,27.718613651504533,-1.7121963379609524,0,0,0,1,0,0,0,0,0,0,0,0,0,1
309.88,28739,1999,1,1.5409003481994834,5.1808413293752,0.16033870527178368,72.2970199119967,-0.22879358081928264,0,0,0,1,0,0,0,0,0,0,0,0,0,1
321.81,28739,1999,1,1.6117599378809364,5.445383050653512,0.16033870527178368,29.004685147259863,-1.6694006850267304,0,0,0,1,0,0,0,0,0,0,0,0,0,1
792.33,493806,1980,1,5.31322323456536,3.746760577532818,0.20361247947454844,67.6040592175556,-0.3481701266765852,0,0,0,0,0,0,0,1,0,0,0,0,0,1
296.76,493806,1980,1,1.7203712844474697,10.15842299547018,0.20361247947454844,96.46930521594065,0.6289678687294535,0,0,0,1,0,0,0,0,0,0,0,0,0,1
304.1,28739,1999,1,1.5065693818659718,5.052672750247904,0.16033870527178368,92.13342823669663,0.43128795347114895,0,0,0,1,0,0,0,0,0,0,0,0,0,1
293.09,28739,1999,1,1.4411742366528284,4.808531564055596,0.0994263862332696,77.34783831397087,-0.060721220862562056,0,0,0,1,0,0,0,0,0,0,0,0,0,1
790.36,28739,1999,1,4.3947658679098325,3.2854464704550304,0.3990712919967222,118.91306090861245,1.3224140450732063,0,0,0,0,0,0,0,0,0,0,0,1,0,1
925.43,493806,1980,1,6.278190029489771,4.44645569112824,0.28790366721401206,85.0749653728388,0.243249957512393,0,0,0,0,0,0,0,1,0,0,0,0,0,1
964.86,28739,1999,1,5.431228432822953,4.555281358202384,0.3411636164982245,122.2807660523066,1.4344786861059997,0,0,0,0,0,0,0,0,0,0,1,0,0,1
883.54,28739,1999,1,4.948219058732781,4.15203058541537,0.3411636164982245,58.06102659146894,-0.7025142342432915,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1046.02,28739,1999,1,5.9132874687447226,4.957738720713377,0.3411636164982245,127.55557033587478,1.6100044590980764,0,0,0,0,0,0,0,0,0,0,1,0,0,1
776.37,493806,1980,1,5.197514218434678,2.51504371341703,0.20361247947454844,70.84185484677192,-0.2385652014026458,0,0,0,0,0,0,0,0,0,0,0,1,0,1
314.42,2135,2004,1,1.3314060660412401,9.099425010767847,0.16350331580150926,38.669671204996014,-1.26032176100952,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.19,493806,1980,1,-0.37899336473556616,-3.9570104523719345,0.20361247947454844,72.47206703480087,-0.18337972785475984,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13.58,493806,1980,1,-0.3326662586531695,-3.5555158274616367,0.20361247947454844,105.68562314736124,0.9409560093826421,0,1,0,0,0,0,0,0,0,0,0,0,0,1
790.78,493806,1980,1,5.301985830116577,3.7386123624608953,0.20361247947454844,110.01240413193771,1.0874249533184244,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8.62,493806,1980,1,-0.3686259528892708,-3.8671611075172043,0.20361247947454844,94.66837296846214,0.5680032288901914,0,1,0,0,0,0,0,0,0,0,0,0,0,1
899.6,493806,1980,1,6.090924121804591,4.310669629639362,0.20361247947454844,66.53211615064424,-0.384457234697413,0,0,0,0,0,0,0,1,0,0,0,0,0,1
777.94,493806,1980,1,5.208896621650542,3.6711136001876783,0.28790366721401206,93.33301052787493,0.5227989240867992,0,0,0,0,0,0,0,1,0,0,0,0,0,1
656.01,493806,1980,1,4.324911638140898,3.030138204239595,0.28790366721401206,44.79009726116514,-1.120461797240703,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21.77,2135,2004,1,-0.28809088109568814,-0.5865588313766461,0.33844042991081635,56.722014622520106,-0.629971444724426,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1094.71,2135,2004,1,5.64945586232169,8.601793703073712,0.33844042991081635,106.95509475925894,1.1240633207249138,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.99,2135,2004,1,-0.35881417166261087,-3.307206520775513,0.16350331580150926,35.91200009566069,-1.3566139052356463,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1224.1,2135,2004,1,6.365487675033281,16.05438405365059,0.33844042991081635,132.9574050123199,2.0320099575171864,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.38,20478,1997,1,-0.3634719705991313,-3.380785580979932,0.16794731064763996,87.40378837630436,0.3034026237727583,0,1,0,0,0,0,0,0,0,0,0,0,0,1
315.39,20478,1997,1,2.33752230171943,9.037311356203809,0.1062019758507135,30.583282351472025,-1.6466659818184515,0,0,0,1,0,0,0,0,0,0,0,0,0,1
760.07,20478,1997,1,6.22438076265797,4.460462649554074,0.31448957189901205,90.6574945366588,0.4150691800746851,0,0,0,0,0,0,0,0,0,0,0,1,0,1
535.28,20478,1997,1,4.2595365748501655,9.173013922296395,0.16794731064763996,80.29588987881829,0.05946094353466106,0,0,0,0,0,0,0,0,0,0,0,0,0,1
808.21,765,1972,1,2.882328504212667,4.660328863705479,0.205761316872428,124.63007223504312,1.8499770362063166,0,0,0,0,0,0,0,1,0,0,0,0,0,0
899.1,765,1972,1,3.2328710667815637,6.495554427203887,0.205761316872428,115.01330888199918,1.5081451161241433,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.79,765,1972,1,-0.19314349758829952,-3.129874336100241,0.205761316872428,80.93593937653932,0.2968506065515504,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11.16,20478,1997,1,-0.32169095179170526,-1.3226980447387315,0.16794731064763996,121.59853744343438,1.4769596949248065,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10.64,765,1972,1,-0.1937220143050487,-3.1394880286452524,0.205761316872428,98.75576891246206,0.9302639829838009,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12.34,20478,1997,1,-0.31137680907355403,-3.000127218948843,0.16794731064763996,92.06492025765128,0.4633717543602703,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6.7,20478,1997,1,-0.3606749149467513,-3.3603475481192024,0.1062019758507135,73.88187006339278,-0.16066695663284028,0,1,0,0,0,0,0,0,0,0,0,0,0,1
892.48,20478,1997,1,7.381749946819326,3.9844460926268512,0.4113611416026345,91.73965725770057,0.45220879209296677,0,0,0,0,0,0,0,0,0,0,1,0,0,1
849.39,20478,1997,1,7.005108921628533,3.7820069565831433,0.4113611416026345,83.11266830154659,0.15613222570642873,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1086.16,20478,1997,1,9.074667880422314,4.894365142730014,0.16794731064763996,79.97902357053118,0.048586154075900875,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17.53,765,1972,1,-0.16714881311570223,-0.7034626200919323,0.205761316872428,87.15753066020262,0.5179996996908731,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.57,765,1972,1,-0.15542420765625184,-0.6085855608528399,0.205761316872428,68.2131324502651,-0.15538694581231285,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341.59,765,1972,1,1.0826787017492636,10.210449713904785,0.205761316872428,34.43969065491347,-1.3558782164053809,0,0,0,1,0,0,0,0,0,0,0,0,0,0
892.04,765,1972,1,3.2056422133132347,3.446929212319411,0.205761316872428,89.9549648591865,0.6174356812614832,0,0,0,0,0,0,0,0,0,0,0,1,0,0
991.3,765,1972,1,3.5884660086767366,3.022884545465268,0.205761316872428,74.32953304815243,0.062023099918488325,0,0,0,0,0,0,0,0,0,0,1,0,0,0
298.97,765,1972,1,0.9183028186302584,4.929314303349457,0.205761316872428,93.64215703978823,0.7484984865459781,0,0,0,0,0,1,0,0,0,0,0,0,0,0
812.69,3224,1997,1,5.4587075031557895,4.106318395630231,0.17192501143118427,14.301543243169954,-2.044166289194678,0,0,0,0,0,0,0,1,0,0,0,0,0,1
322.8,3224,1997,1,1.947779302028375,7.145574835533642,0.17192501143118427,51.02850619933855,-0.7710140718385113,0,0,0,1,0,0,0,0,0,0,0,0,0,1
749.17,3224,1997,1,5.003474370543134,3.757200763868156,0.17192501143118427,44.65343887031044,-0.9920078718277309,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1072.94,3224,1997,1,7.323858995007857,4.349254936841304,0.3943758573388203,36.53592738183226,-1.2734040701277138,0,0,0,0,0,0,0,0,0,0,1,0,0,1
905.88,3224,1997,1,6.12657865599227,3.634341252196114,0.33836305441243714,52.53106853993269,-0.7189272554598649,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17.33,3224,1997,1,-0.24145345960870884,-0.6915357207455748,0.33836305441243714,102.08132448581371,0.9987486194376091,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1009.55,3224,1997,1,6.86955754229507,4.077984863396681,0.33836305441243714,121.13369285026018,1.6592052179870247,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11.83,3224,1997,1,-0.2808706861416056,-1.5244028440559936,0.17192501143118427,118.3754751891266,1.563590698065678,0,0,1,0,0,0,0,0,0,0,0,0,0,1
909.24,5161,1993,1,6.160870404006488,3.791983899795468,0.20866590649942987,103.74598554526044,0.9233394497502045,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449.67,5161,1993,1,2.698787010103548,4.842314481345628,0.20866590649942987,110.44011473160556,1.155125787526645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850.47,5161,1993,1,5.718137760318528,4.595699246713116,0.20866590649942987,112.03523248131549,1.2103572435137269,0,0,0,0,0,0,0,1,0,0,0,0,0,0
972.82,5161,1993,1,6.63983827002113,4.091648057879172,0.20866590649942987,86.40130096882356,0.322774267043474,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.52,5161,1993,1,-0.6320661191568158,-0.7366019287755589,0.20866590649942987,32.72041118566436,-1.5359434996825965,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.74,3224,1997,1,-0.28868246376357964,-3.1370726085546297,0.17192501143118427,29.692081489762693,-1.510648232764603,0,1,0,0,0,0,0,0,0,0,0,0,0,1
958.33,5161,1993,1,6.5306806044257835,4.023354040096334,0.20866590649942987,26.123932959576674,-1.7643486421118373,0,0,0,0,0,0,0,0,0,0,1,0,0,0
307.24,3224,1997,1,1.83626438478258,6.699670879965954,0.17192501143118427,84.00479420832187,0.3721197682483439,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1025.83,5161,1993,1,7.039179046640132,4.341493874488438,0.20866590649942987,98.71516277113773,0.7491456219413819,0,0,0,0,0,0,0,0,0,0,1,0,0,0
320.87,3224,1997,1,1.9339474388995583,7.090266697085979,0.0953360768175583,67.19199701311238,-0.21070136113788834,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19.82,5161,1993,1,-0.5394064030199788,-0.8849801730801626,0.35917901938426455,34.490816651786034,-1.4746426511407442,0,0,0,0,0,0,1,0,0,0,0,0,0,0
561.06,3224,1997,1,3.6553335554334603,9.592824411281711,0.33836305441243714,73.7898967420376,0.018016997083014224,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126.96,5161,1993,1,0.2677124577036564,1.4397550085969324,0.2798175598631699,53.822606066109394,-0.805273335688702,1,0,0,0,0,0,0,0,0,0,0,0,0,0
978.75,3224,1997,1,6.648821073710849,3.9461798742486396,0.33836305441243714,86.61152718431902,0.46248302187230833,0,0,0,0,0,0,0,0,0,0,1,0,0,1
985.99,3224,1997,1,6.700708477365062,3.977162605463959,0.33836305441243714,47.51417213387986,-0.8928396149227251,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1125.63,3224,1997,1,7.701476025193008,4.5747356147052765,0.33836305441243714,30.20038925380522,-1.493027577398614,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1262.19,3224,1997,1,8.680169926162531,5.159128125031788,0.17192501143118427,42.86214579551308,-1.0541036338115013,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24.14,5161,1993,1,-0.5068625027182604,-0.7994966550429962,0.20866590649942987,23.952742506872344,-1.839526797423518,0,0,0,0,0,0,1,0,0,0,0,0,0,0
371.7,5161,1993,1,2.1114148095190615,7.919093206135993,0.20866590649942987,93.60152680996745,0.5720843613700568,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14.43,5161,1993,1,-0.5800109452945764,-2.164654738451726,0.20866590649942987,18.083370959108777,-2.042755641420198,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20.17,5161,1993,1,-0.5367697444307191,-0.6616200570170486,0.20866590649942987,88.26250631884577,0.38721909024938866,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.51,5161,1993,1,-0.519141798433955,-0.6151378735013381,0.20866590649942987,72.85367796881215,-0.14631645907425556,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.74,1810,1974,1,-0.28739771399553365,-0.6023430709581581,0.29100383982446515,23.036493778459356,-1.8295706563289307,0,0,0,0,1,0,0,0,0,0,0,0,0,0
928.19,76383,1985,1,1.8804030256193822,2.1829720238691808,0.28833515881708655,93.9873515037745,0.6979575717459143,0,0,0,0,0,0,0,0,0,0,1,0,0,1
215.28,1810,1974,1,1.236583409680701,3.298531876190978,0.29100383982446515,80.25510262559723,0.14368966199820704,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1099.98,76383,1985,1,2.256869953688344,2.6399668348623275,0.28833515881708655,75.36040068458445,0.04874288803449842,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7.95,76383,1985,1,-0.13624477626769738,-0.4406043231946657,0.28833515881708655,77.04113591518777,0.10732241625307419,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21.25,76383,1985,1,-0.10709866681244859,-0.27244072216851545,0.28833515881708655,135.17851682978815,2.1336144126542105,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1113.44,1810,1974,1,8.308914121890306,3.6501655005401794,0.29100383982446515,24.983417993839154,-1.7624283686290907,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.52,1810,1974,1,-0.3836209718818806,0.202080117027983,0.20872188699945146,107.22640440671904,1.0738311074237175,0,0,0,0,0,0,0,0,0,0,0,0,1,0
886.21,76383,1985,1,1.788406508707251,2.0712970592874687,0.2031763417305586,47.95740119424699,-0.9063479273948996,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19.36,1810,1974,1,-0.3061384139766716,-0.6476296206853295,0.20872188699945146,65.58176825211899,-0.36233991544368715,0,0,0,0,1,0,0,0,0,0,0,0,0,0
843.58,76383,1985,1,1.6949855578743744,1.9578929682889363,0.2031763417305586,71.35618357790923,-0.09081814735213102,0,0,0,0,0,0,0,0,0,0,1,0,0,1
297.09,1810,1974,1,1.8807752859230937,4.933087042847439,0.20872188699945146,31.919214160249926,-1.5232381536459376,0,0,0,0,0,1,0,0,0,0,0,0,0,0
355.87,1810,1974,1,2.343623329995064,10.354197275029376,0.20872188699945146,56.33211152823272,-0.6813267090610148,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.05,1810,1974,1,-0.38732186641597083,-3.294018961582477,0.20872188699945146,72.84827056101723,-0.1117448564570572,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12.11,564,1996,1,-0.7670107325952567,-2.8288138230468562,0.17043637194425407,23.890590376998396,-1.8140790819700239,0,1,0,0,0,0,0,0,0,0,0,0,0,1
865.22,1810,1974,1,6.354369353269272,2.779066089619084,0.20872188699945146,10.752298697928405,-2.2532075671765748,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.55,564,1996,1,-0.7480526145126366,-2.7407521318901242,0.17043637194425407,106.86561299746057,1.05059743621471,0,1,0,0,0,0,0,0,0,0,0,0,0,1
313.29,564,1996,1,3.1981323258238388,6.60017866051108,0.17043637194425407,18.84650968739685,-1.9882237709498043,0,0,0,1,0,0,0,0,0,0,0,0,0,1
885.32,1810,1974,1,6.512641651429303,3.0758529598523254,0.20872188699945146,112.31795328424762,1.2494199859595643,0,0,0,0,0,0,0,0,0,0,1,0,0,0
816.62,1810,1974,1,5.971681109956959,2.6085100048121976,0.20872188699945146,77.73338610711856,0.056724892315014624,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.46,76383,1985,1,-0.13293570669796612,-4.248939577053984,0.2031763417305586,96.08404082259725,0.7710345614354055,0,1,0,0,0,0,0,0,0,0,0,0,0,1
298.53,76383,1985,1,0.5005429294094602,10.040272682043808,0.2031763417305586,94.3989326480742,0.7123026207564493,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10.42,564,1996,1,-0.7892601906227759,-2.932164002251632,0.17043637194425407,19.11251531190526,-1.9790400426160395,0,1,0,0,0,0,0,0,0,0,0,0,0,1
308.68,564,1996,1,3.1374400172398955,6.478325260812983,0.17043637194425407,75.7000977089479,-0.025378405726341643,0,0,0,1,0,0,0,0,0,0,0,0,0,1
963.9,564,1996,1,11.763647052027597,10.360695550832148,0.33082019648160843,97.60233201464338,0.7307866946834436,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19.14,564,1996,1,-0.674458253344688,-0.274238908811681,0.33082019648160843,61.08725479926224,-0.5298804429089813,0,0,0,0,0,0,0,0,0,1,0,0,0,1
769.6,564,1996,1,9.205617646851854,7.974144873340792,0.33082019648160843,32.64646245008006,-1.511786412057561,0,0,0,0,0,0,0,1,0,0,0,0,0,1
281.96,1810,1974,1,1.7616379789001455,4.630791239504177,0.29100383982446515,118.68277562627354,1.468919404309194,0,0,0,0,0,1,0,0,0,0,0,0,0,0
536.59,1810,1974,1,3.7666566495712197,8.325098479175333,0.29100383982446515,19.270753035885484,-1.95943726661791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151.15,76383,1985,1,2.369005774803012,2.7760889867833902,0.2031763417305586,114.68085024092436,1.4191987114219085,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19.02,1810,1974,1,-0.3088156568311199,-0.5483646610967055,0.20872188699945146,37.381322669759456,-1.3348700301739653,0,0,0,0,0,0,0,0,0,1,0,0,0,0
900.02,76383,1985,1,1.8186702509310844,2.1080343451586794,0.2031763417305586,76.62962344936864,0.0929797609288955,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24.76,1810,1974,1,-0.2636174980530812,-0.4450952950314226,0.20872188699945146,61.68290438201165,-0.4967974549828894,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1090.66,76383,1985,1,2.2364457627016585,2.6151738222396133,0.2031763417305586,25.369301847105923,-1.6936225551986293,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1228.27,564,1996,1,15.244173216959718,11.831623836143581,0.17043637194425407,99.21634840248058,0.7865099075272849,0,0,0,0,0,0,0,0,0,0,0,1,0,1
850.26,76383,1985,1,1.7096243557060333,1.9756630674648732,0.2031763417305586,102.0521399759569,0.9790437864458164,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8.29,564,1996,1,-0.817302406953318,-3.0624219204209653,0.17043637194425407,84.03790209118426,0.26248065923907216,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.09,564,1996,1,-0.7936047593500429,-2.9523448064750495,0.17043637194425407,112.46586873376168,1.243943826453052,0,1,0,0,0,0,0,0,0,0,0,0,0,1
275.35,564,1996,1,2.6986385757859197,5.597333110718069,0.17043637194425407,73.48623054692419,-0.10181120529831307,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.68,564,1996,1,-0.7990025568596779,-2.9774179268738417,0.17043637194425407,97.94812441338577,0.742725026648415,0,1,0,0,0,0,0,0,0,0,0,0,0,1
857.84,564,1996,1,10.367328993803515,6.01125192142878,0.33082019648160843,74.54298755041998,-0.06532712999786106,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1221.91,564,1996,1,15.16044152876148,11.76153281802852,0.17043637194425407,106.88004334061104,1.051095637527189,0,0,0,0,0,0,0,0,0,0,0,1,0,1
813.98,6120,1976,1,5.949082629682693,4.132333516122426,0.21262002743484226,105.57380331514041,1.124552629549523,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127.53,6120,1976,1,0.3470819548038988,1.5913933119062846,0.21262002743484226,66.83869561475221,-0.2583166485518842,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.79,6120,1976,1,-0.532165700103875,-0.6453193975204974,0.21262002743484226,81.70024939940431,0.2722507713869307,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9.81,85,1984,1,-0.41443146073356896,-3.211093948528168,0.1983565396028304,66.31526165343277,-0.18633400884834192,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1050.47,85,1984,1,9.638418419920008,5.888176144873052,0.1983565396028304,28.40319819166361,-1.544621826974851,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.61,85,1984,1,-0.41636347500925047,-3.2241065575362247,0.1983565396028304,39.55283396940937,-1.1451602026100547,0,1,0,0,0,0,0,0,0,0,0,0,0,0
313.17,85,1984,1,2.516047792620138,9.201976608691723,0.1983565396028304,82.59023209545065,0.3967546461401647,0,0,0,1,0,0,0,0,0,0,0,0,0,0
242.6,85,1984,1,1.834336555445919,4.014470432850146,0.2876055695046793,89.69608503691704,0.6513383487003056,0,0,0,0,0,1,0,0,0,0,0,0,0,0
788.66,85,1984,1,7.109315132339133,3.3977926458818333,0.1983565396028304,53.38072729470183,-0.6497437747219289,0,0,0,0,0,0,0,0,0,0,0,1,0,0
852.22,85,1984,1,7.7233092691507155,4.726689711482876,0.1983565396028304,1.9250416893541364,-2.4932633447282053,0,0,0,0,0,0,0,0,0,0,1,0,0,0
970.12,85,1984,1,8.862231684664962,5.4174299409744355,0.1983565396028304,80.04014871070599,0.3053919800009726,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.21,85,1984,1,-0.2753264328845006,-0.5208654200242405,0.1983565396028304,46.70541500619747,-0.8889023573933493,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1061.96,69,1991,1,4.381091606190528,5.410658769287691,0.22082191780821916,87.84574408006758,0.47186016262860403,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11.0,69,1991,1,-0.2218188471403403,-3.159496372350461,0.22082191780821916,92.69821314099602,0.6414450657136108,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1045.27,69,1991,1,4.307994080627145,5.321540346342983,0.22082191780821916,110.88724615619441,1.2771184440209882,0,0,0,0,0,0,0,0,0,0,1,0,0,0
329.36,69,1991,1,1.1725087884713052,10.638949830724405,0.22082191780821916,50.546765387542244,-0.8316708042502226,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108.74,69,1991,1,0.206254978417777,1.452417642090441,0.33315068493150685,99.00569720340012,0.8618800772515027,1,0,0,0,0,0,0,0,0,0,0,0,0,0
